data_long1,data_long2,data_long3,data_long4
0.122365445218882,0.8,2,dm4m_R
0.045725677080579,0.8,3,dm2_R
0.0405928612865466,0.8,4,dm3_R
0.00116267933513015,0.8,5,dldm_R
-0.0246399472567042,0.8,6,dm1_R
0.0439992941961822,0.4,1,dm4_R
0.0386265081302885,0.4,2,dm4m_R
0.0147848594309504,0.4,3,dm2_R
0.00099982340173415,0.4,4,dm3_R
0.00436641321134759,0.4,5,dldm_R
-0.0216410063419598,0.4,6,dm1_R
0.0866727855019413,0.7,1,dm4_R
0.0885880194781132,0.7,2,dm4m_R
0.0678675161126767,0.7,3,dm2_R
0.0372394218999172,0.7,4,dm3_R
0.0155765157942438,0.7,5,dldm_R
0.0279698040371189,0.7,6,dm1_R
0.0127992937219308,0.4,1,dm4_R
0.0346485545252277,0.4,2,dm4m_R
0.0231570011508207,0.4,3,dm2_R
0.0128455680359766,0.4,4,dm3_R
0.0267638246966839,0.4,5,dldm_R
-0.00611039793759306,0.4,6,dm1_R
0.0656402009804284,0.8,1,dm4_R
0.0972911341381377,0.8,2,dm4m_R
0.0536293571030383,0.8,3,dm2_R
0.0469393833172744,0.8,4,dm3_R
0.0639804678321201,0.8,5,dldm_R
0.040051161763956,0.8,6,dm1_R
0.0270434279272548,0,1,dm4_R
0.0124681666830038,0,2,dm4m_R
-0.00830262777882293,0,3,dm2_R
0.00521099846168502,0,4,dm3_R
-0.0204480633547699,0,5,dldm_R
-0.0164395165179424,0,6,dm1_R
-0.031574590595097,0,1,dm4_R
-0.0336598329157335,0,2,dm4m_R
-0.00528560095221605,0,3,dm2_R
-0.0253493151573003,0,4,dm3_R
0.0154561239096571,0,5,dldm_R
-0.0240943841305313,0,6,dm1_R
0.136406021441266,0.8,1,dm4_R
0.175739189647237,0.8,2,dm4m_R
0.0899777438270014,0.8,3,dm2_R
0.0980102384428467,0.8,4,dm3_R
0.0605483634466428,0.8,5,dldm_R
0.0242461399481024,0.8,6,dm1_R
0.0847305142912908,0.7,1,dm4_R
0.131222184699211,0.7,2,dm4m_R
0.0856218442873867,0.7,3,dm2_R
0.0539615694371557,0.7,4,dm3_R
0.0490416913936027,0.7,5,dldm_R
0.0102503685647389,0.7,6,dm1_R
-0.037204167508617,0.4,1,dm4_R
-0.0412942964511874,0.4,2,dm4m_R
-0.0254658974571384,0.4,3,dm2_R
-0.0225164996029964,0.4,4,dm3_R
-0.00550623762209035,0.4,5,dldm_R
-0.0734998258196873,0.4,6,dm1_R
0.0492756045534659,0.4,1,dm4_R
0.0679112602080331,0.4,2,dm4m_R
0.0390717474701633,0.4,3,dm2_R
0.0207913442658532,0.4,4,dm3_R
0.0391017400426643,0.4,5,dldm_R
0.0189381769036385,0.4,6,dm1_R
0.142064524924173,0.7,1,dm4_R
0.13955217211585,0.7,2,dm4m_R
0.0720383559159272,0.7,3,dm2_R
0.0503558788069648,0.7,4,dm3_R
0.0438785737638165,0.7,5,dldm_R
0.0436481882797906,0.7,6,dm1_R
0.103282088998415,0.8,1,dm4_R
0.145389460542136,0.8,2,dm4m_R
0.0684389539697545,0.8,3,dm2_R
0.0310607174860874,0.8,4,dm3_R
0.0390522574909224,0.8,5,dldm_R
-0.00428190777014478,0.8,6,dm1_R
-0.0428179906364314,0,1,dm4_R
-0.0298715545371319,0,2,dm4m_R
-0.0174764558553205,0,3,dm2_R
-0.0137305799001091,0,4,dm3_R
-0.0174394436014858,0,5,dldm_R
0.012577854438396,0,6,dm1_R
-0.0375517104061086,0.4,1,dm4_R
-0.0245949876836436,0.4,2,dm4m_R
0.0159877032464487,0.4,3,dm2_R
-0.0275790811009142,0.4,4,dm3_R
-0.0333701840177284,0.4,5,dldm_R
-0.00308986591874401,0.4,6,dm1_R
-0.0214225122515266,0,1,dm4_R
-0.0031251038159054,0,2,dm4m_R
-0.00675884229250257,0,3,dm2_R
-0.0242698724507515,0,4,dm3_R
0.000354636724556399,0,5,dldm_R
-0.013417647329343,0,6,dm1_R
0.0356300786879374,0.8,1,dm4_R
0.0649816261792161,0.8,2,dm4m_R
0.0253976905760737,0.8,3,dm2_R
0.0417465197592405,0.8,4,dm3_R
0.0114589281806742,0.8,5,dldm_R
0.011417524381473,0.8,6,dm1_R
0.101557237364545,0.7,1,dm4_R
0.124173129922443,0.7,2,dm4m_R
0.0824038493004755,0.7,3,dm2_R
0.0714067373262296,0.7,4,dm3_R
0.0529653489984629,0.7,5,dldm_R
0.0626672160863657,0.7,6,dm1_R
-0.0214628330207818,0.4,1,dm4_R
0.0376256895173344,0.4,2,dm4m_R
0.0187408307672692,0.4,3,dm2_R
0.0290840336568248,0.4,4,dm3_R
0.0510737579231993,0.4,5,dldm_R
0.00842244052730261,0.4,6,dm1_R
0.0244090763036345,0,1,dm4_R
0.0287228570556179,0,2,dm4m_R
0.0106731964599749,0,3,dm2_R
-0.0369542774305214,0,4,dm3_R
0.00975387448235284,0,5,dldm_R
-0.0021340209329518,0,6,dm1_R
0.0732535560842145,0.8,1,dm4_R
0.130067848182596,0.8,2,dm4m_R
0.0452426703615114,0.8,3,dm2_R
0.0454248075595608,0.8,4,dm3_R
0.0107955806714228,0.8,5,dldm_R
0.0167718960227856,0.8,6,dm1_R
-0.0218793545813881,0.7,1,dm4_R
0.0161893288234753,0.7,2,dm4m_R
0.0160012821404229,0.7,3,dm2_R
0.0104432070294674,0.7,4,dm3_R
-0.00117952042465831,0.7,5,dldm_R
-0.0101904180664348,0.7,6,dm1_R
0.130350259739591,0.8,1,dm4_R
0.163390367248013,0.8,2,dm4m_R
0.0869035822154126,0.8,3,dm2_R
0.0678656385371382,0.8,4,dm3_R
0.0126865885441797,0.8,5,dldm_R
0.0435231237685004,0.8,6,dm1_R
-0.0570071382243986,0,1,dm4_R
-0.0640613242072209,0,2,dm4m_R
-0.0321430630377396,0,3,dm2_R
-0.00727645898218884,0,4,dm3_R
-0.0334075708614983,0,5,dldm_R
-0.000285607200265346,0,6,dm1_R
-0.0711431371083291,0.4,1,dm4_R
-0.0411164863170592,0.4,2,dm4m_R
-0.0128830058523158,0.4,3,dm2_R
0.000662057032718301,0.4,4,dm3_R
-0.00166228897131657,0.4,5,dldm_R
-0.0337624241472637,0.4,6,dm1_R
0.0130601886735059,0.7,1,dm4_R
0.0195473177867738,0.7,2,dm4m_R
0.0145015830199467,0.7,3,dm2_R
0.0187990142533734,0.7,4,dm3_R
-0.0237160864500425,0.7,5,dldm_R
-0.016206904818631,0.7,6,dm1_R
0.0703606126624081,0.8,1,dm4_R
0.11256488465274,0.8,2,dm4m_R
0.0879575077873016,0.8,3,dm2_R
0.0665609036455019,0.8,4,dm3_R
0.0585699321486579,0.8,5,dldm_R
0.0291789414858225,0.8,6,dm1_R
0.0354495632544565,0.4,1,dm4_R
0.0878133146346455,0.4,2,dm4m_R
0.0736038767078687,0.4,3,dm2_R
0.0357970533048141,0.4,4,dm3_R
0.0156012742994616,0.4,5,dldm_R
0.0361810201734522,0.4,6,dm1_R
0.0223929005339198,0.7,1,dm4_R
0.0417002550500312,0.7,2,dm4m_R
0.0175069597686465,0.7,3,dm2_R
0.0288787418803752,0.7,4,dm3_R
0.0151956110255386,0.7,5,dldm_R
-0.0187517672254212,0.7,6,dm1_R
0.0149024067436556,0,1,dm4_R
0.0167886566823793,0,2,dm4m_R
0.0181455556078819,0,3,dm2_R
0.0109536011562526,0,4,dm3_R
0.0446053835523243,0,5,dldm_R
0.00883730069601097,0,6,dm1_R
0.211368158219805,0.7,1,dm4_R
0.184609068052922,0.7,2,dm4m_R
0.105070725568466,0.7,3,dm2_R
0.086505062427366,0.7,4,dm3_R
0.0655619123612351,0.7,5,dldm_R
0.0479657643141574,0.7,6,dm1_R
-0.0519368669779424,0,1,dm4_R
-0.0293578806884357,0,2,dm4m_R
-0.0278302442456279,0,3,dm2_R
-0.0121753414692522,0,4,dm3_R
